Entity,Code,Date,Total confirmed deaths due to COVID-19 per million people (deaths per million)
Afghanistan,AFG,"Mar 24, 2020",0.026
Afghanistan,AFG,"Mar 25, 2020",0.026
Afghanistan,AFG,"Mar 26, 2020",0.026
Afghanistan,AFG,"Mar 27, 2020",0.026
Afghanistan,AFG,"Mar 28, 2020",0.051
Afghanistan,AFG,"Mar 29, 2020",0.077
Afghanistan,AFG,"Mar 30, 2020",0.103
Afghanistan,AFG,"Mar 31, 2020",0.103
Afghanistan,AFG,"Apr 1, 2020",0.103
Afghanistan,AFG,"Apr 2, 2020",0.103
Afghanistan,AFG,"Apr 3, 2020",0.103
Afghanistan,AFG,"Apr 4, 2020",0.103
Afghanistan,AFG,"Apr 5, 2020",0.128
Afghanistan,AFG,"Apr 6, 2020",0.18
Afghanistan,AFG,"Apr 7, 2020",0.18
Afghanistan,AFG,"Apr 8, 2020",0.283
Afghanistan,AFG,"Apr 9, 2020",0.36
Afghanistan,AFG,"Apr 10, 2020",0.385
Afghanistan,AFG,"Apr 11, 2020",0.385
Afghanistan,AFG,"Apr 12, 2020",0.462
Afghanistan,AFG,"Apr 13, 2020",0.462
Afghanistan,AFG,"Apr 14, 2020",0.539
Afghanistan,AFG,"Apr 15, 2020",0.591
Afghanistan,AFG,"Apr 16, 2020",0.642
Afghanistan,AFG,"Apr 17, 2020",0.745
Afghanistan,AFG,"Apr 18, 2020",0.771
Afghanistan,AFG,"Apr 19, 2020",0.771
Afghanistan,AFG,"Apr 20, 2020",0.848
Afghanistan,AFG,"Apr 21, 2020",0.899
Afghanistan,AFG,"Apr 22, 2020",0.925
Afghanistan,AFG,"Apr 23, 2020",1.028
Afghanistan,AFG,"Apr 24, 2020",1.079
Afghanistan,AFG,"Apr 25, 2020",1.105
Afghanistan,AFG,"Apr 26, 2020",1.207
Afghanistan,AFG,"Apr 27, 2020",1.464
Afghanistan,AFG,"Apr 28, 2020",1.464
Afghanistan,AFG,"Apr 29, 2020",1.541
Afghanistan,AFG,"Apr 30, 2020",1.541
Afghanistan,AFG,"May 1, 2020",1.644
Africa,,"Mar 9, 2020",0.001
Africa,,"Mar 10, 2020",0.001
Africa,,"Mar 11, 2020",0.001
Africa,,"Mar 12, 2020",0.001
Africa,,"Mar 13, 2020",0.003
Africa,,"Mar 14, 2020",0.004
Africa,,"Mar 15, 2020",0.004
Africa,,"Mar 16, 2020",0.006
Africa,,"Mar 17, 2020",0.006
Africa,,"Mar 18, 2020",0.009
Africa,,"Mar 19, 2020",0.012
Africa,,"Mar 20, 2020",0.013
Africa,,"Mar 21, 2020",0.018
Africa,,"Mar 22, 2020",0.026
Africa,,"Mar 23, 2020",0.033
Africa,,"Mar 24, 2020",0.039
Africa,,"Mar 25, 2020",0.048
Africa,,"Mar 26, 2020",0.054
Africa,,"Mar 27, 2020",0.063
Africa,,"Mar 28, 2020",0.077
Africa,,"Mar 29, 2020",0.092
Africa,,"Mar 30, 2020",0.107
Africa,,"Mar 31, 2020",0.124
Africa,,"Apr 1, 2020",0.141
Africa,,"Apr 2, 2020",0.167
Africa,,"Apr 3, 2020",0.191
Africa,,"Apr 4, 2020",0.228
Africa,,"Apr 5, 2020",0.283
Africa,,"Apr 6, 2020",0.324
Africa,,"Apr 7, 2020",0.356
Africa,,"Apr 8, 2020",0.389
Africa,,"Apr 9, 2020",0.427
Africa,,"Apr 10, 2020",0.47
Africa,,"Apr 11, 2020",0.515
Africa,,"Apr 12, 2020",0.554
Africa,,"Apr 13, 2020",0.589
Africa,,"Apr 14, 2020",0.623
Africa,,"Apr 15, 2020",0.653
Africa,,"Apr 16, 2020",0.68
Africa,,"Apr 17, 2020",0.72
Africa,,"Apr 18, 2020",0.758
Africa,,"Apr 19, 2020",0.788
Africa,,"Apr 20, 2020",0.835
Africa,,"Apr 21, 2020",0.862
Africa,,"Apr 22, 2020",0.887
Africa,,"Apr 23, 2020",0.919
Africa,,"Apr 24, 2020",0.959
Africa,,"Apr 25, 2020",0.995
Africa,,"Apr 26, 2020",1.028
Africa,,"Apr 27, 2020",1.055
Africa,,"Apr 28, 2020",1.097
Africa,,"Apr 29, 2020",1.137
Africa,,"Apr 30, 2020",1.187
Africa,,"May 1, 2020",1.22
Albania,ALB,"Mar 12, 2020",0.347
Albania,ALB,"Mar 13, 2020",0.347
Albania,ALB,"Mar 14, 2020",0.347
Albania,ALB,"Mar 15, 2020",0.347
Albania,ALB,"Mar 16, 2020",0.347
Albania,ALB,"Mar 17, 2020",0.347
Albania,ALB,"Mar 18, 2020",0.347
Albania,ALB,"Mar 19, 2020",0.695
Albania,ALB,"Mar 20, 2020",0.695
Albania,ALB,"Mar 21, 2020",0.695
Albania,ALB,"Mar 22, 2020",0.695
Albania,ALB,"Mar 23, 2020",0.695
Albania,ALB,"Mar 24, 2020",1.39
Albania,ALB,"Mar 25, 2020",1.737
Albania,ALB,"Mar 26, 2020",1.737
Albania,ALB,"Mar 27, 2020",2.085
Albania,ALB,"Mar 28, 2020",3.127
Albania,ALB,"Mar 29, 2020",3.475
Albania,ALB,"Mar 30, 2020",3.475
Albania,ALB,"Mar 31, 2020",4.17
Albania,ALB,"Apr 1, 2020",5.212
Albania,ALB,"Apr 2, 2020",5.212
Albania,ALB,"Apr 3, 2020",5.56
Albania,ALB,"Apr 4, 2020",5.907
Albania,ALB,"Apr 5, 2020",6.602
Albania,ALB,"Apr 6, 2020",7.297
Albania,ALB,"Apr 7, 2020",7.645
Albania,ALB,"Apr 8, 2020",7.645
Albania,ALB,"Apr 9, 2020",7.645
Albania,ALB,"Apr 10, 2020",7.992
Albania,ALB,"Apr 11, 2020",7.992
Albania,ALB,"Apr 12, 2020",7.992
Albania,ALB,"Apr 13, 2020",7.992
Albania,ALB,"Apr 14, 2020",7.992
Albania,ALB,"Apr 15, 2020",8.34
Albania,ALB,"Apr 16, 2020",8.687
Albania,ALB,"Apr 17, 2020",9.035
Albania,ALB,"Apr 18, 2020",9.035
Albania,ALB,"Apr 19, 2020",9.035
Albania,ALB,"Apr 20, 2020",9.035
Albania,ALB,"Apr 21, 2020",9.035
Albania,ALB,"Apr 22, 2020",9.035
Albania,ALB,"Apr 23, 2020",9.382
Albania,ALB,"Apr 24, 2020",9.382
Albania,ALB,"Apr 25, 2020",9.382
Albania,ALB,"Apr 26, 2020",9.382
Albania,ALB,"Apr 27, 2020",9.73
Albania,ALB,"Apr 28, 2020",9.73
Albania,ALB,"Apr 29, 2020",10.425
Albania,ALB,"Apr 30, 2020",10.772
Albania,ALB,"May 1, 2020",10.772
Algeria,DZA,"Mar 13, 2020",0.023
Algeria,DZA,"Mar 14, 2020",0.046
Algeria,DZA,"Mar 15, 2020",0.046
Algeria,DZA,"Mar 16, 2020",0.091
Algeria,DZA,"Mar 17, 2020",0.091
Algeria,DZA,"Mar 18, 2020",0.114
Algeria,DZA,"Mar 19, 2020",0.137
Algeria,DZA,"Mar 20, 2020",0.16
Algeria,DZA,"Mar 21, 2020",0.228
Algeria,DZA,"Mar 22, 2020",0.342
Algeria,DZA,"Mar 23, 2020",0.388
Algeria,DZA,"Mar 24, 2020",0.388
Algeria,DZA,"Mar 25, 2020",0.433
Algeria,DZA,"Mar 26, 2020",0.479
Algeria,DZA,"Mar 27, 2020",0.57
Algeria,DZA,"Mar 28, 2020",0.593
Algeria,DZA,"Mar 29, 2020",0.661
Algeria,DZA,"Mar 30, 2020",0.707
Algeria,DZA,"Mar 31, 2020",0.798
Algeria,DZA,"Apr 1, 2020",1.003
Algeria,DZA,"Apr 2, 2020",1.323
Algeria,DZA,"Apr 3, 2020",1.437
Algeria,DZA,"Apr 4, 2020",2.394
Algeria,DZA,"Apr 5, 2020",2.965
Algeria,DZA,"Apr 6, 2020",3.466
Algeria,DZA,"Apr 7, 2020",3.945
Algeria,DZA,"Apr 8, 2020",4.401
Algeria,DZA,"Apr 9, 2020",4.675
Algeria,DZA,"Apr 10, 2020",5.359
Algeria,DZA,"Apr 11, 2020",5.838
Algeria,DZA,"Apr 12, 2020",6.271
Algeria,DZA,"Apr 13, 2020",6.682
Algeria,DZA,"Apr 14, 2020",7.138
Algeria,DZA,"Apr 15, 2020",7.411
Algeria,DZA,"Apr 16, 2020",7.662
Algeria,DZA,"Apr 17, 2020",7.936
Algeria,DZA,"Apr 18, 2020",8.301
Algeria,DZA,"Apr 19, 2020",8.369
Algeria,DZA,"Apr 20, 2020",8.552
Algeria,DZA,"Apr 21, 2020",8.757
Algeria,DZA,"Apr 22, 2020",8.939
Algeria,DZA,"Apr 23, 2020",9.167
Algeria,DZA,"Apr 24, 2020",9.281
Algeria,DZA,"Apr 25, 2020",9.464
Algeria,DZA,"Apr 26, 2020",9.555
Algeria,DZA,"Apr 27, 2020",9.692
Algeria,DZA,"Apr 28, 2020",9.852
Algeria,DZA,"Apr 29, 2020",9.966
Algeria,DZA,"Apr 30, 2020",10.125
Algeria,DZA,"May 1, 2020",10.262
Andorra,AND,"Mar 27, 2020",38.827
Andorra,AND,"Mar 28, 2020",38.827
Andorra,AND,"Mar 29, 2020",51.77
Andorra,AND,"Mar 30, 2020",77.655
Andorra,AND,"Mar 31, 2020",103.54
Andorra,AND,"Apr 1, 2020",155.31
Andorra,AND,"Apr 2, 2020",181.195
Andorra,AND,"Apr 3, 2020",194.137
Andorra,AND,"Apr 4, 2020",207.08
Andorra,AND,"Apr 5, 2020",220.022
Andorra,AND,"Apr 6, 2020",232.964
Andorra,AND,"Apr 7, 2020",271.792
Andorra,AND,"Apr 8, 2020",284.734
Andorra,AND,"Apr 9, 2020",297.677
Andorra,AND,"Apr 10, 2020",323.562
Andorra,AND,"Apr 11, 2020",336.504
Andorra,AND,"Apr 12, 2020",362.389
Andorra,AND,"Apr 13, 2020",375.332
Andorra,AND,"Apr 14, 2020",375.332
Andorra,AND,"Apr 15, 2020",401.217
Andorra,AND,"Apr 16, 2020",427.102
Andorra,AND,"Apr 17, 2020",427.102
Andorra,AND,"Apr 18, 2020",452.986
Andorra,AND,"Apr 19, 2020",452.986
Andorra,AND,"Apr 20, 2020",465.929
Andorra,AND,"Apr 21, 2020",465.929
Andorra,AND,"Apr 22, 2020",478.871
Andorra,AND,"Apr 23, 2020",478.871
Andorra,AND,"Apr 24, 2020",478.871
Andorra,AND,"Apr 25, 2020",517.699
Andorra,AND,"Apr 26, 2020",517.699
Andorra,AND,"Apr 27, 2020",517.699
Andorra,AND,"Apr 28, 2020",517.699
Andorra,AND,"Apr 29, 2020",530.641
Andorra,AND,"Apr 30, 2020",543.584
Andorra,AND,"May 1, 2020",543.584
Angola,AGO,"Mar 30, 2020",0.061
Angola,AGO,"Mar 31, 2020",0.061
Angola,AGO,"Apr 1, 2020",0.061
Angola,AGO,"Apr 2, 2020",0.061
Angola,AGO,"Apr 3, 2020",0.061
Angola,AGO,"Apr 4, 2020",0.061
Angola,AGO,"Apr 5, 2020",0.061
Angola,AGO,"Apr 6, 2020",0.061
Angola,AGO,"Apr 7, 2020",0.061
Angola,AGO,"Apr 8, 2020",0.061
Angola,AGO,"Apr 9, 2020",0.061
Angola,AGO,"Apr 10, 2020",0.061
Angola,AGO,"Apr 11, 2020",0.061
Angola,AGO,"Apr 12, 2020",0.061
Angola,AGO,"Apr 13, 2020",0.061
Angola,AGO,"Apr 14, 2020",0.061
Angola,AGO,"Apr 15, 2020",0.061
Angola,AGO,"Apr 16, 2020",0.061
Angola,AGO,"Apr 17, 2020",0.061
Angola,AGO,"Apr 18, 2020",0.061
Angola,AGO,"Apr 19, 2020",0.061
Angola,AGO,"Apr 20, 2020",0.061
Angola,AGO,"Apr 21, 2020",0.061
Angola,AGO,"Apr 22, 2020",0.061
Angola,AGO,"Apr 23, 2020",0.061
Angola,AGO,"Apr 24, 2020",0.061
Angola,AGO,"Apr 25, 2020",0.061
Angola,AGO,"Apr 26, 2020",0.061
Angola,AGO,"Apr 27, 2020",0.061
Angola,AGO,"Apr 28, 2020",0.061
Angola,AGO,"Apr 29, 2020",0.061
Angola,AGO,"Apr 30, 2020",0.061
Angola,AGO,"May 1, 2020",0.061
Antigua and Barbuda,ATG,"Apr 10, 2020",20.423
Antigua and Barbuda,ATG,"Apr 11, 2020",20.423
Antigua and Barbuda,ATG,"Apr 12, 2020",20.423
Antigua and Barbuda,ATG,"Apr 13, 2020",20.423
Antigua and Barbuda,ATG,"Apr 14, 2020",20.423
Antigua and Barbuda,ATG,"Apr 15, 2020",20.423
Antigua and Barbuda,ATG,"Apr 16, 2020",20.423
Antigua and Barbuda,ATG,"Apr 17, 2020",20.423
Antigua and Barbuda,ATG,"Apr 18, 2020",20.423
Antigua and Barbuda,ATG,"Apr 19, 2020",20.423
Antigua and Barbuda,ATG,"Apr 20, 2020",20.423
Antigua and Barbuda,ATG,"Apr 21, 2020",30.635
Antigua and Barbuda,ATG,"Apr 22, 2020",30.635
Antigua and Barbuda,ATG,"Apr 23, 2020",30.635
Antigua and Barbuda,ATG,"Apr 24, 2020",30.635
Antigua and Barbuda,ATG,"Apr 25, 2020",30.635
Antigua and Barbuda,ATG,"Apr 26, 2020",30.635
Antigua and Barbuda,ATG,"Apr 27, 2020",30.635
Antigua and Barbuda,ATG,"Apr 28, 2020",30.635
Antigua and Barbuda,ATG,"Apr 29, 2020",30.635
Antigua and Barbuda,ATG,"Apr 30, 2020",30.635
Antigua and Barbuda,ATG,"May 1, 2020",30.635
Argentina,ARG,"Mar 8, 2020",0.022
Argentina,ARG,"Mar 9, 2020",0.022
Argentina,ARG,"Mar 11, 2020",0.022
Argentina,ARG,"Mar 13, 2020",0.022
Argentina,ARG,"Mar 14, 2020",0.044
Argentina,ARG,"Mar 15, 2020",0.044
Argentina,ARG,"Mar 16, 2020",0.044
Argentina,ARG,"Mar 17, 2020",0.044
Argentina,ARG,"Mar 18, 2020",0.044
Argentina,ARG,"Mar 19, 2020",0.044
Argentina,ARG,"Mar 20, 2020",0.066
Argentina,ARG,"Mar 21, 2020",0.066
Argentina,ARG,"Mar 22, 2020",0.089
Argentina,ARG,"Mar 23, 2020",0.089
Argentina,ARG,"Mar 24, 2020",0.089
Argentina,ARG,"Mar 25, 2020",0.133
Argentina,ARG,"Mar 26, 2020",0.177
Argentina,ARG,"Mar 27, 2020",0.266
Argentina,ARG,"Mar 28, 2020",0.376
Argentina,ARG,"Mar 29, 2020",0.42
Argentina,ARG,"Mar 30, 2020",0.443
Argentina,ARG,"Mar 31, 2020",0.531
Argentina,ARG,"Apr 1, 2020",0.531
Argentina,ARG,"Apr 2, 2020",0.686
Argentina,ARG,"Apr 3, 2020",0.752
Argentina,ARG,"Apr 4, 2020",0.819
Argentina,ARG,"Apr 5, 2020",0.951
Argentina,ARG,"Apr 6, 2020",1.018
Argentina,ARG,"Apr 7, 2020",1.173
Argentina,ARG,"Apr 8, 2020",1.328
Argentina,ARG,"Apr 9, 2020",1.438
Argentina,ARG,"Apr 10, 2020",1.748
Argentina,ARG,"Apr 11, 2020",1.814
Argentina,ARG,"Apr 12, 2020",1.969
Argentina,ARG,"Apr 13, 2020",2.102
Argentina,ARG,"Apr 14, 2020",2.168
Argentina,ARG,"Apr 15, 2020",2.323
Argentina,ARG,"Apr 16, 2020",2.412
Argentina,ARG,"Apr 17, 2020",2.544
Argentina,ARG,"Apr 18, 2020",2.699
Argentina,ARG,"Apr 19, 2020",2.921
Argentina,ARG,"Apr 20, 2020",2.965
Argentina,ARG,"Apr 21, 2020",3.142
Argentina,ARG,"Apr 22, 2020",3.341
Argentina,ARG,"Apr 23, 2020",3.518
Argentina,ARG,"Apr 24, 2020",3.651
Argentina,ARG,"Apr 25, 2020",3.695
Argentina,ARG,"Apr 26, 2020",4.093
Argentina,ARG,"Apr 27, 2020",4.115
Argentina,ARG,"Apr 28, 2020",4.359
Argentina,ARG,"Apr 29, 2020",4.58
Argentina,ARG,"Apr 30, 2020",4.735
Argentina,ARG,"May 1, 2020",4.823
Armenia,ARM,"Mar 27, 2020",0.337
Armenia,ARM,"Mar 28, 2020",0.337
Armenia,ARM,"Mar 29, 2020",1.012
Armenia,ARM,"Mar 30, 2020",1.012
Armenia,ARM,"Mar 31, 2020",1.012
Armenia,ARM,"Apr 1, 2020",1.012
Armenia,ARM,"Apr 2, 2020",1.012
Armenia,ARM,"Apr 3, 2020",1.35
Armenia,ARM,"Apr 4, 2020",2.362
Armenia,ARM,"Apr 5, 2020",2.362
Armenia,ARM,"Apr 6, 2020",2.362
Armenia,ARM,"Apr 7, 2020",2.7
Armenia,ARM,"Apr 8, 2020",2.7
Armenia,ARM,"Apr 9, 2020",3.037
Armenia,ARM,"Apr 10, 2020",3.375
Armenia,ARM,"Apr 11, 2020",3.712
Armenia,ARM,"Apr 12, 2020",4.387
Armenia,ARM,"Apr 13, 2020",4.387
Armenia,ARM,"Apr 14, 2020",4.725
Armenia,ARM,"Apr 15, 2020",5.737
Armenia,ARM,"Apr 16, 2020",6.074
Armenia,ARM,"Apr 17, 2020",6.412
Armenia,ARM,"Apr 18, 2020",6.749
Armenia,ARM,"Apr 19, 2020",6.749
Armenia,ARM,"Apr 20, 2020",7.424
Armenia,ARM,"Apr 21, 2020",8.099
Armenia,ARM,"Apr 22, 2020",8.099
Armenia,ARM,"Apr 23, 2020",8.099
Armenia,ARM,"Apr 24, 2020",9.112
Armenia,ARM,"Apr 25, 2020",9.449
Armenia,ARM,"Apr 26, 2020",9.449
Armenia,ARM,"Apr 27, 2020",9.787
Armenia,ARM,"Apr 28, 2020",10.124
Armenia,ARM,"Apr 29, 2020",10.124
Armenia,ARM,"Apr 30, 2020",10.124
Armenia,ARM,"May 1, 2020",10.799
Aruba,ABW,"Apr 16, 2020",9.366
Aruba,ABW,"Apr 17, 2020",9.366
Aruba,ABW,"Apr 18, 2020",18.733
Aruba,ABW,"Apr 19, 2020",18.733
Aruba,ABW,"Apr 20, 2020",18.733
Aruba,ABW,"Apr 21, 2020",18.733
Aruba,ABW,"Apr 22, 2020",18.733
Aruba,ABW,"Apr 23, 2020",18.733
Aruba,ABW,"Apr 24, 2020",18.733
Aruba,ABW,"Apr 25, 2020",18.733
Aruba,ABW,"Apr 26, 2020",18.733
Aruba,ABW,"Apr 27, 2020",18.733
Aruba,ABW,"Apr 28, 2020",18.733
Aruba,ABW,"Apr 29, 2020",18.733
Aruba,ABW,"Apr 30, 2020",18.733
Aruba,ABW,"May 1, 2020",18.733
Asia,,"Jan 19, 2020",0.001
Asia,,"Jan 20, 2020",0.001
Asia,,"Jan 21, 2020",0.001
Asia,,"Jan 22, 2020",0.004
Asia,,"Jan 23, 2020",0.004
Asia,,"Jan 24, 2020",0.006
Asia,,"Jan 25, 2020",0.009
Asia,,"Jan 26, 2020",0.012
Asia,,"Jan 27, 2020",0.017
Asia,,"Jan 28, 2020",0.023
Asia,,"Jan 29, 2020",0.028
Asia,,"Jan 30, 2020",0.037
Asia,,"Jan 31, 2020",0.046
Asia,,"Feb 1, 2020",0.056
Asia,,"Feb 2, 2020",0.066
Asia,,"Feb 3, 2020",0.078
Asia,,"Feb 4, 2020",0.092
Asia,,"Feb 5, 2020",0.106
Asia,,"Feb 6, 2020",0.122
Asia,,"Feb 7, 2020",0.137
Asia,,"Feb 8, 2020",0.156
Asia,,"Feb 9, 2020",0.175
Asia,,"Feb 10, 2020",0.196
Asia,,"Feb 11, 2020",0.219
Asia,,"Feb 12, 2020",0.24
Asia,,"Feb 13, 2020",0.295
Asia,,"Feb 14, 2020",0.298
Asia,,"Feb 15, 2020",0.329
Asia,,"Feb 16, 2020",0.359
Asia,,"Feb 17, 2020",0.382
Asia,,"Feb 18, 2020",0.403
Asia,,"Feb 19, 2020",0.433
Asia,,"Feb 20, 2020",0.458
Asia,,"Feb 21, 2020",0.484
Asia,,"Feb 22, 2020",0.508
Asia,,"Feb 23, 2020",0.53
Asia,,"Feb 24, 2020",0.563
Asia,,"Feb 25, 2020",0.579
Asia,,"Feb 26, 2020",0.592
Asia,,"Feb 27, 2020",0.599
Asia,,"Feb 28, 2020",0.611
Asia,,"Feb 29, 2020",0.623
Asia,,"Mar 1, 2020",0.633
Asia,,"Mar 2, 2020",0.646
Asia,,"Mar 3, 2020",0.657
Asia,,"Mar 4, 2020",0.668
Asia,,"Mar 5, 2020",0.679
Asia,,"Mar 6, 2020",0.69
Asia,,"Mar 7, 2020",0.7
Asia,,"Mar 8, 2020",0.712
Asia,,"Mar 9, 2020",0.729
Asia,,"Mar 10, 2020",0.743
Asia,,"Mar 11, 2020",0.761
Asia,,"Mar 12, 2020",0.78
Asia,,"Mar 13, 2020",0.799
Asia,,"Mar 14, 2020",0.824
Asia,,"Mar 15, 2020",0.848
Asia,,"Mar 16, 2020",0.877
Asia,,"Mar 17, 2020",0.91
Asia,,"Mar 18, 2020",0.945
Asia,,"Mar 19, 2020",0.981
Asia,,"Mar 20, 2020",1.021
Asia,,"Mar 21, 2020",1.059
Asia,,"Mar 22, 2020",1.097
Asia,,"Mar 23, 2020",1.137
Asia,,"Mar 24, 2020",1.174
Asia,,"Mar 25, 2020",1.208
Asia,,"Mar 26, 2020",1.25
Asia,,"Mar 27, 2020",1.302
Asia,,"Mar 28, 2020",1.345
Asia,,"Mar 29, 2020",1.394
Asia,,"Mar 30, 2020",1.437
Asia,,"Mar 31, 2020",1.484
Asia,,"Apr 1, 2020",1.535
Asia,,"Apr 2, 2020",1.595
Asia,,"Apr 3, 2020",1.658
Asia,,"Apr 4, 2020",1.691
Asia,,"Apr 5, 2020",1.786
Asia,,"Apr 6, 2020",1.857
Asia,,"Apr 7, 2020",1.917
Asia,,"Apr 8, 2020",1.985
Asia,,"Apr 9, 2020",2.047
Asia,,"Apr 10, 2020",2.123
Asia,,"Apr 11, 2020",2.194
Asia,,"Apr 12, 2020",2.277
Asia,,"Apr 13, 2020",2.361
Asia,,"Apr 14, 2020",2.434
Asia,,"Apr 15, 2020",2.518
Asia,,"Apr 16, 2020",2.591
Asia,,"Apr 17, 2020",2.943
Asia,,"Apr 18, 2020",3.021
Asia,,"Apr 19, 2020",3.088
Asia,,"Apr 20, 2020",3.169
Asia,,"Apr 21, 2020",3.245
Asia,,"Apr 22, 2020",3.319
Asia,,"Apr 23, 2020",3.411
Asia,,"Apr 24, 2020",3.489
Asia,,"Apr 25, 2020",3.571
Asia,,"Apr 26, 2020",3.646
Asia,,"Apr 27, 2020",3.708
Asia,,"Apr 28, 2020",3.786
Asia,,"Apr 29, 2020",3.858
Asia,,"Apr 30, 2020",3.935
Asia,,"May 1, 2020",4.011
Australia,AUS,"Mar 1, 2020",0.039
Australia,AUS,"Mar 2, 2020",0.039
Australia,AUS,"Mar 3, 2020",0.039
Australia,AUS,"Mar 4, 2020",0.039
Australia,AUS,"Mar 5, 2020",0.078
Australia,AUS,"Mar 6, 2020",0.078
Australia,AUS,"Mar 7, 2020",0.078
Australia,AUS,"Mar 8, 2020",0.118
Australia,AUS,"Mar 9, 2020",0.118
Australia,AUS,"Mar 10, 2020",0.118
Australia,AUS,"Mar 11, 2020",0.118
Australia,AUS,"Mar 12, 2020",0.118
Australia,AUS,"Mar 13, 2020",0.118
Australia,AUS,"Mar 14, 2020",0.118
Australia,AUS,"Mar 15, 2020",0.118
Australia,AUS,"Mar 16, 2020",0.196
Australia,AUS,"Mar 17, 2020",0.196
Australia,AUS,"Mar 18, 2020",0.196
Australia,AUS,"Mar 19, 2020",0.235
Australia,AUS,"Mar 20, 2020",0.235
Australia,AUS,"Mar 21, 2020",0.275
Australia,AUS,"Mar 22, 2020",0.275
Australia,AUS,"Mar 23, 2020",0.275
Australia,AUS,"Mar 24, 2020",0.275
Australia,AUS,"Mar 25, 2020",0.314
Australia,AUS,"Mar 26, 2020",0.431
Australia,AUS,"Mar 27, 2020",0.51
Australia,AUS,"Mar 28, 2020",0.51
Australia,AUS,"Mar 29, 2020",0.549
Australia,AUS,"Mar 30, 2020",0.627
Australia,AUS,"Mar 31, 2020",0.745
Australia,AUS,"Apr 1, 2020",0.784
Australia,AUS,"Apr 2, 2020",0.824
Australia,AUS,"Apr 3, 2020",0.902
Australia,AUS,"Apr 4, 2020",1.176
Australia,AUS,"Apr 5, 2020",1.333
Australia,AUS,"Apr 6, 2020",1.412
Australia,AUS,"Apr 7, 2020",1.647
Australia,AUS,"Apr 8, 2020",1.765
Australia,AUS,"Apr 9, 2020",1.961
Australia,AUS,"Apr 10, 2020",2.039
Australia,AUS,"Apr 11, 2020",2.118
Australia,AUS,"Apr 12, 2020",2.235
Australia,AUS,"Apr 13, 2020",2.392
Australia,AUS,"Apr 14, 2020",2.392
Australia,AUS,"Apr 15, 2020",2.392
Australia,AUS,"Apr 16, 2020",2.471
Australia,AUS,"Apr 17, 2020",2.471
Australia,AUS,"Apr 18, 2020",2.627
Australia,AUS,"Apr 19, 2020",2.706
Australia,AUS,"Apr 20, 2020",2.745
Australia,AUS,"Apr 21, 2020",2.784
Australia,AUS,"Apr 22, 2020",2.902
Australia,AUS,"Apr 23, 2020",2.902
Australia,AUS,"Apr 24, 2020",2.941
Australia,AUS,"Apr 25, 2020",3.098
Australia,AUS,"Apr 26, 2020",3.176
Australia,AUS,"Apr 27, 2020",3.255
Australia,AUS,"Apr 28, 2020",3.294
Australia,AUS,"Apr 29, 2020",3.451
Australia,AUS,"Apr 30, 2020",3.529
Australia,AUS,"May 1, 2020",3.608
Austria,AUT,"Mar 13, 2020",0.111
Austria,AUT,"Mar 14, 2020",0.111
Austria,AUT,"Mar 15, 2020",0.111
Austria,AUT,"Mar 16, 2020",0.111
Austria,AUT,"Mar 17, 2020",0.333
Austria,AUT,"Mar 18, 2020",0.333
Austria,AUT,"Mar 19, 2020",0.444
Austria,AUT,"Mar 20, 2020",0.666
Austria,AUT,"Mar 21, 2020",0.666
Austria,AUT,"Mar 22, 2020",0.888
Austria,AUT,"Mar 23, 2020",1.777
Austria,AUT,"Mar 24, 2020",2.776
Austria,AUT,"Mar 25, 2020",3.331
Austria,AUT,"Mar 26, 2020",3.775
Austria,AUT,"Mar 27, 2020",5.774
Austria,AUT,"Mar 28, 2020",7.55
Austria,AUT,"Mar 29, 2020",7.55
Austria,AUT,"Mar 30, 2020",9.549
Austria,AUT,"Mar 31, 2020",11.991
Austria,AUT,"Apr 1, 2020",14.212
Austria,AUT,"Apr 2, 2020",16.211
Austria,AUT,"Apr 3, 2020",17.543
Austria,AUT,"Apr 4, 2020",18.653
Austria,AUT,"Apr 5, 2020",20.652
Austria,AUT,"Apr 6, 2020",22.651
Austria,AUT,"Apr 7, 2020",24.427
Austria,AUT,"Apr 8, 2020",26.981
Austria,AUT,"Apr 9, 2020",30.312
Austria,AUT,"Apr 10, 2020",32.754
Austria,AUT,"Apr 11, 2020",35.419
Austria,AUT,"Apr 12, 2020",37.418
Austria,AUT,"Apr 13, 2020",38.861
Austria,AUT,"Apr 14, 2020",40.86
Austria,AUT,"Apr 15, 2020",42.636
Austria,AUT,"Apr 16, 2020",43.636
Austria,AUT,"Apr 17, 2020",45.523
Austria,AUT,"Apr 18, 2020",47.855
Austria,AUT,"Apr 19, 2020",49.187
Austria,AUT,"Apr 20, 2020",50.187
Austria,AUT,"Apr 21, 2020",51.297
Austria,AUT,"Apr 22, 2020",51.408
Austria,AUT,"Apr 23, 2020",54.85
Austria,AUT,"Apr 24, 2020",56.404
Austria,AUT,"Apr 25, 2020",56.959
Austria,AUT,"Apr 26, 2020",59.513
Austria,AUT,"Apr 27, 2020",60.179
Austria,AUT,"Apr 28, 2020",60.957
Austria,AUT,"Apr 29, 2020",63.177
Austria,AUT,"Apr 30, 2020",64.399
Austria,AUT,"May 1, 2020",64.843
Azerbaijan,AZE,"Mar 21, 2020",0.099
Azerbaijan,AZE,"Mar 22, 2020",0.099
Azerbaijan,AZE,"Mar 23, 2020",0.099
